perm
      57      57       1    0.256759E-12    0.256759E-12    0.256759E-12
      58      58       1    0.285099E-12    0.285099E-12    0.285099E-12
      59      59       1    0.188809E-12    0.188809E-12    0.188809E-12
      60      60       1    0.171939E-12    0.171939E-12    0.171939E-12
      61      61       1    0.132269E-12    0.132269E-12    0.132269E-12
      62      62       1    0.137502E-12    0.137502E-12    0.137502E-12
      63      63       1    0.177512E-12    0.177512E-12    0.177512E-12
      64      64       1    0.985966E-13    0.985966E-13    0.985966E-13
      65      65       1    0.155405E-12    0.155405E-12    0.155405E-12
      66      66       1    0.153613E-12    0.153613E-12    0.153613E-12
      67      67       1    0.121697E-12    0.121697E-12    0.121697E-12
      68      68       1    0.887512E-13    0.887512E-13    0.887512E-13
      69      69       1    0.994880E-13    0.994880E-13    0.994880E-13
      70      70       1    0.110138E-12    0.110138E-12    0.110138E-12
      71      71       1    0.118313E-12    0.118313E-12    0.118313E-12
      72      72       1    0.101163E-12    0.101163E-12    0.101163E-12
      73      73       1    0.185108E-12    0.185108E-12    0.185108E-12
      74      74       1    0.142243E-12    0.142243E-12    0.142243E-12
      75      75       1    0.875348E-13    0.875348E-13    0.875348E-13
      76      76       1    0.942770E-13    0.942770E-13    0.942770E-13
      77      77       1    0.603908E-13    0.603908E-13    0.603908E-13
      78      78       1    0.536583E-13    0.536583E-13    0.536583E-13
      79      79       1    0.698980E-13    0.698980E-13    0.698980E-13
      80      80       1    0.557589E-13    0.557589E-13    0.557589E-13
      81      81       1    0.623234E-13    0.623234E-13    0.623234E-13
      82      82       1    0.766874E-13    0.766874E-13    0.766874E-13
      83      83       1    0.743168E-13    0.743168E-13    0.743168E-13
      84      84       1    0.734817E-13    0.734817E-13    0.734817E-13
      85      85       1    0.921794E-13    0.921794E-13    0.921794E-13
      86      86       1    0.550773E-13    0.550773E-13    0.550773E-13
      87      87       1    0.585650E-13    0.585650E-13    0.585650E-13
      88      88       1    0.548245E-13    0.548245E-13    0.548245E-13
      89      89       1    0.574685E-13    0.574685E-13    0.574685E-13
      90      90       1    0.459446E-13    0.459446E-13    0.459446E-13
      91      91       1    0.516782E-13    0.516782E-13    0.516782E-13
      92      92       1    0.723371E-13    0.723371E-13    0.723371E-13
      93      93       1    0.826105E-13    0.826105E-13    0.826105E-13
      94      94       1    0.815109E-13    0.815109E-13    0.815109E-13
      95      95       1    0.683975E-13    0.683975E-13    0.683975E-13
      96      96       1    0.680360E-13    0.680360E-13    0.680360E-13
      97      97       1    0.522864E-13    0.522864E-13    0.522864E-13
      98      98       1    0.456652E-13    0.456652E-13    0.456652E-13
      99      99       1    0.477289E-13    0.477289E-13    0.477289E-13
     100     100       1    0.530395E-13    0.530395E-13    0.530395E-13
     101     101       1    0.534121E-13    0.534121E-13    0.534121E-13
     102     102       1    0.602943E-13    0.602943E-13    0.602943E-13
     103     103       1    0.172731E-12    0.172731E-12    0.172731E-12
     104     104       1    0.172386E-12    0.172386E-12    0.172386E-12
     105     105       1    0.201812E-12    0.201812E-12    0.201812E-12
     106     106       1    0.227179E-12    0.227179E-12    0.227179E-12
     107     107       1    0.204371E-12    0.204371E-12    0.204371E-12
     108     108       1    0.206363E-12    0.206363E-12    0.206363E-12
     109     109       1    0.242897E-12    0.242897E-12    0.242897E-12
     110     110       1    0.261004E-12    0.261004E-12    0.261004E-12
     111     111       1    0.187174E-12    0.187174E-12    0.187174E-12
     112     112       1    0.187717E-12    0.187717E-12    0.187717E-12
     113     113       1    0.161473E-12    0.161473E-12    0.161473E-12
     114     114       1    0.173858E-12    0.173858E-12    0.173858E-12
     115     115       1    0.154244E-12    0.154244E-12    0.154244E-12
     116     116       1    0.167861E-12    0.167861E-12    0.167861E-12
     117     117       1    0.174293E-12    0.174293E-12    0.174293E-12
     118     118       1    0.102774E-12    0.102774E-12    0.102774E-12
     119     119       1    0.133425E-12    0.133425E-12    0.133425E-12
     120     120       1    0.112408E-12    0.112408E-12    0.112408E-12
     121     121       1    0.133705E-12    0.133705E-12    0.133705E-12
     122     122       1    0.128193E-12    0.128193E-12    0.128193E-12
     123     123       1    0.131281E-12    0.131281E-12    0.131281E-12
     124     124       1    0.117924E-12    0.117924E-12    0.117924E-12
     125     125       1    0.148404E-12    0.148404E-12    0.148404E-12
     126     126       1    0.110547E-12    0.110547E-12    0.110547E-12
     127     127       1    0.113402E-12    0.113402E-12    0.113402E-12
     128     128       1    0.678865E-13    0.678865E-13    0.678865E-13
     129     129       1    0.595155E-13    0.595155E-13    0.595155E-13
     130     130       1    0.611321E-13    0.611321E-13    0.611321E-13
     131     131       1    0.582263E-13    0.582263E-13    0.582263E-13
     132     132       1    0.476050E-13    0.476050E-13    0.476050E-13
     133     133       1    0.590059E-13    0.590059E-13    0.590059E-13
     134     134       1    0.515905E-13    0.515905E-13    0.515905E-13
     135     135       1    0.565846E-13    0.565846E-13    0.565846E-13
     136     136       1    0.580403E-13    0.580403E-13    0.580403E-13
     137     137       1    0.402471E-13    0.402471E-13    0.402471E-13
     138     138       1    0.394146E-13    0.394146E-13    0.394146E-13
     139     139       1    0.547533E-13    0.547533E-13    0.547533E-13
     140     140       1    0.467043E-13    0.467043E-13    0.467043E-13
     141     141       1    0.343787E-13    0.343787E-13    0.343787E-13
     142     142       1    0.537335E-13    0.537335E-13    0.537335E-13
     143     143       1    0.428942E-13    0.428942E-13    0.428942E-13
     144     144       1    0.506600E-13    0.506600E-13    0.506600E-13
     145     145       1    0.551158E-13    0.551158E-13    0.551158E-13
     146     146       1    0.711320E-13    0.711320E-13    0.711320E-13
     147     147       1    0.499208E-13    0.499208E-13    0.499208E-13
     148     148       1    0.557756E-13    0.557756E-13    0.557756E-13
     149     149       1    0.390771E-13    0.390771E-13    0.390771E-13
     150     150       1    0.366765E-13    0.366765E-13    0.366765E-13
     151     151       1    0.511896E-13    0.511896E-13    0.511896E-13
     152     152       1    0.719979E-13    0.719979E-13    0.719979E-13
     153     153       1    0.578838E-13    0.578838E-13    0.578838E-13
     154     154       1    0.226227E-12    0.226227E-12    0.226227E-12
     155     155       1    0.224896E-12    0.224896E-12    0.224896E-12
     156     156       1    0.215236E-12    0.215236E-12    0.215236E-12
     157     157       1    0.164061E-12    0.164061E-12    0.164061E-12
     158     158       1    0.180393E-12    0.180393E-12    0.180393E-12
     159     159       1    0.203088E-12    0.203088E-12    0.203088E-12
     160     160       1    0.199764E-12    0.199764E-12    0.199764E-12
     161     161       1    0.215258E-12    0.215258E-12    0.215258E-12
     162     162       1    0.181915E-12    0.181915E-12    0.181915E-12
     163     163       1    0.203413E-12    0.203413E-12    0.203413E-12
     164     164       1    0.274386E-12    0.274386E-12    0.274386E-12
     165     165       1    0.154615E-12    0.154615E-12    0.154615E-12
     166     166       1    0.149028E-12    0.149028E-12    0.149028E-12
     167     167       1    0.176768E-12    0.176768E-12    0.176768E-12
     168     168       1    0.191759E-12    0.191759E-12    0.191759E-12
     169     169       1    0.226000E-12    0.226000E-12    0.226000E-12
     170     170       1    0.190630E-12    0.190630E-12    0.190630E-12
     171     171       1    0.178259E-12    0.178259E-12    0.178259E-12
     172     172       1    0.167107E-12    0.167107E-12    0.167107E-12
     173     173       1    0.145320E-12    0.145320E-12    0.145320E-12
     174     174       1    0.135171E-12    0.135171E-12    0.135171E-12
     175     175       1    0.118728E-12    0.118728E-12    0.118728E-12
     176     176       1    0.150496E-12    0.150496E-12    0.150496E-12
     177     177       1    0.144436E-12    0.144436E-12    0.144436E-12
     178     178       1    0.868982E-13    0.868982E-13    0.868982E-13
     179     179       1    0.783305E-13    0.783305E-13    0.783305E-13
     180     180       1    0.959030E-13    0.959030E-13    0.959030E-13
     181     181       1    0.760155E-13    0.760155E-13    0.760155E-13
     182     182       1    0.631894E-13    0.631894E-13    0.631894E-13
     183     183       1    0.476764E-13    0.476764E-13    0.476764E-13
     184     184       1    0.408717E-13    0.408717E-13    0.408717E-13
     185     185       1    0.459171E-13    0.459171E-13    0.459171E-13
     186     186       1    0.501760E-13    0.501760E-13    0.501760E-13
     187     187       1    0.489176E-13    0.489176E-13    0.489176E-13
     188     188       1    0.316531E-13    0.316531E-13    0.316531E-13
     189     189       1    0.424377E-13    0.424377E-13    0.424377E-13
     190     190       1    0.393201E-13    0.393201E-13    0.393201E-13
     191     191       1    0.479921E-13    0.479921E-13    0.479921E-13
     192     192       1    0.425099E-13    0.425099E-13    0.425099E-13
     193     193       1    0.565054E-13    0.565054E-13    0.565054E-13
     194     194       1    0.489518E-13    0.489518E-13    0.489518E-13
     195     195       1    0.604029E-13    0.604029E-13    0.604029E-13
     196     196       1    0.594858E-13    0.594858E-13    0.594858E-13
     197     197       1    0.782679E-13    0.782679E-13    0.782679E-13
     198     198       1    0.670231E-13    0.670231E-13    0.670231E-13
     199     199       1    0.511743E-13    0.511743E-13    0.511743E-13
     200     200       1    0.476669E-13    0.476669E-13    0.476669E-13
     201     201       1    0.391945E-13    0.391945E-13    0.391945E-13
     202     202       1    0.474007E-13    0.474007E-13    0.474007E-13
     203     203       1    0.503620E-13    0.503620E-13    0.503620E-13
     204     204       1    0.556642E-13    0.556642E-13    0.556642E-13
     205     205       1    0.212478E-12    0.212478E-12    0.212478E-12
     206     206       1    0.256913E-12    0.256913E-12    0.256913E-12
     207     207       1    0.196751E-12    0.196751E-12    0.196751E-12
     208     208       1    0.211545E-12    0.211545E-12    0.211545E-12
     209     209       1    0.212605E-12    0.212605E-12    0.212605E-12
     210     210       1    0.224357E-12    0.224357E-12    0.224357E-12
     211     211       1    0.185812E-12    0.185812E-12    0.185812E-12
     212     212       1    0.170654E-12    0.170654E-12    0.170654E-12
     213     213       1    0.204167E-12    0.204167E-12    0.204167E-12
     214     214       1    0.154723E-12    0.154723E-12    0.154723E-12
     215     215       1    0.251373E-12    0.251373E-12    0.251373E-12
     216     216       1    0.246247E-12    0.246247E-12    0.246247E-12
     217     217       1    0.182169E-12    0.182169E-12    0.182169E-12
     218     218       1    0.213585E-12    0.213585E-12    0.213585E-12
     219     219       1    0.253772E-12    0.253772E-12    0.253772E-12
     220     220       1    0.246395E-12    0.246395E-12    0.246395E-12
     221     221       1    0.284814E-12    0.284814E-12    0.284814E-12
     222     222       1    0.244285E-12    0.244285E-12    0.244285E-12
     223     223       1    0.254789E-12    0.254789E-12    0.254789E-12
     224     224       1    0.203311E-12    0.203311E-12    0.203311E-12
     225     225       1    0.196083E-12    0.196083E-12    0.196083E-12
     226     226       1    0.162201E-12    0.162201E-12    0.162201E-12
     227     227       1    0.199086E-12    0.199086E-12    0.199086E-12
     228     228       1    0.196024E-12    0.196024E-12    0.196024E-12
     229     229       1    0.108716E-12    0.108716E-12    0.108716E-12
     230     230       1    0.877101E-13    0.877101E-13    0.877101E-13
     231     231       1    0.101174E-12    0.101174E-12    0.101174E-12
     232     232       1    0.950532E-13    0.950532E-13    0.950532E-13
     233     233       1    0.611199E-13    0.611199E-13    0.611199E-13
     234     234       1    0.500357E-13    0.500357E-13    0.500357E-13
     235     235       1    0.439273E-13    0.439273E-13    0.439273E-13
     236     236       1    0.403115E-13    0.403115E-13    0.403115E-13
     237     237       1    0.424674E-13    0.424674E-13    0.424674E-13
     238     238       1    0.442802E-13    0.442802E-13    0.442802E-13
     239     239       1    0.365119E-13    0.365119E-13    0.365119E-13
     240     240       1    0.421206E-13    0.421206E-13    0.421206E-13
     241     241       1    0.461703E-13    0.461703E-13    0.461703E-13
     242     242       1    0.432431E-13    0.432431E-13    0.432431E-13
     243     243       1    0.489469E-13    0.489469E-13    0.489469E-13
     244     244       1    0.571876E-13    0.571876E-13    0.571876E-13
     245     245       1    0.459998E-13    0.459998E-13    0.459998E-13
     246     246       1    0.605965E-13    0.605965E-13    0.605965E-13
     247     247       1    0.575893E-13    0.575893E-13    0.575893E-13
     248     248       1    0.619568E-13    0.619568E-13    0.619568E-13
     249     249       1    0.715887E-13    0.715887E-13    0.715887E-13
     250     250       1    0.618763E-13    0.618763E-13    0.618763E-13
     251     251       1    0.644144E-13    0.644144E-13    0.644144E-13
     252     252       1    0.632969E-13    0.632969E-13    0.632969E-13
     253     253       1    0.466390E-13    0.466390E-13    0.466390E-13
     254     254       1    0.426078E-13    0.426078E-13    0.426078E-13
     255     255       1    0.514565E-13    0.514565E-13    0.514565E-13
     256     256       1    0.219694E-12    0.219694E-12    0.219694E-12
     257     257       1    0.201127E-12    0.201127E-12    0.201127E-12
     258     258       1    0.201167E-12    0.201167E-12    0.201167E-12
     259     259       1    0.172818E-12    0.172818E-12    0.172818E-12
     260     260       1    0.141110E-12    0.141110E-12    0.141110E-12
     261     261       1    0.126398E-12    0.126398E-12    0.126398E-12
     262     262       1    0.111012E-12    0.111012E-12    0.111012E-12
     263     263       1    0.159563E-12    0.159563E-12    0.159563E-12
     264     264       1    0.174171E-12    0.174171E-12    0.174171E-12
     265     265       1    0.180591E-12    0.180591E-12    0.180591E-12
     266     266       1    0.216965E-12    0.216965E-12    0.216965E-12
     267     267       1    0.237683E-12    0.237683E-12    0.237683E-12
     268     268       1    0.312167E-12    0.312167E-12    0.312167E-12
     269     269       1    0.310516E-12    0.310516E-12    0.310516E-12
     270     270       1    0.287562E-12    0.287562E-12    0.287562E-12
     271     271       1    0.324225E-12    0.324225E-12    0.324225E-12
     272     272       1    0.285327E-12    0.285327E-12    0.285327E-12
     273     273       1    0.309339E-12    0.309339E-12    0.309339E-12
     274     274       1    0.293517E-12    0.293517E-12    0.293517E-12
     275     275       1    0.283450E-12    0.283450E-12    0.283450E-12
     276     276       1    0.314045E-12    0.314045E-12    0.314045E-12
     277     277       1    0.200505E-12    0.200505E-12    0.200505E-12
     278     278       1    0.183504E-12    0.183504E-12    0.183504E-12
     279     279       1    0.165494E-12    0.165494E-12    0.165494E-12
     280     280       1    0.135821E-12    0.135821E-12    0.135821E-12
     281     281       1    0.106584E-12    0.106584E-12    0.106584E-12
     282     282       1    0.931617E-13    0.931617E-13    0.931617E-13
     283     283       1    0.792444E-13    0.792444E-13    0.792444E-13
     284     284       1    0.531244E-13    0.531244E-13    0.531244E-13
     285     285       1    0.578838E-13    0.578838E-13    0.578838E-13
     286     286       1    0.530289E-13    0.530289E-13    0.530289E-13
     287     287       1    0.571762E-13    0.571762E-13    0.571762E-13
     288     288       1    0.330010E-13    0.330010E-13    0.330010E-13
     289     289       1    0.352984E-13    0.352984E-13    0.352984E-13
     290     290       1    0.520933E-13    0.520933E-13    0.520933E-13
     291     291       1    0.417724E-13    0.417724E-13    0.417724E-13
     292     292       1    0.497513E-13    0.497513E-13    0.497513E-13
     293     293       1    0.436995E-13    0.436995E-13    0.436995E-13
     294     294       1    0.404933E-13    0.404933E-13    0.404933E-13
     295     295       1    0.396360E-13    0.396360E-13    0.396360E-13
     296     296       1    0.437083E-13    0.437083E-13    0.437083E-13
     297     297       1    0.642150E-13    0.642150E-13    0.642150E-13
     298     298       1    0.712103E-13    0.712103E-13    0.712103E-13
     299     299       1    0.600356E-13    0.600356E-13    0.600356E-13
     300     300       1    0.710609E-13    0.710609E-13    0.710609E-13
     301     301       1    0.580345E-13    0.580345E-13    0.580345E-13
     302     302       1    0.544584E-13    0.544584E-13    0.544584E-13
     303     303       1    0.573938E-13    0.573938E-13    0.573938E-13
     304     304       1    0.612361E-13    0.612361E-13    0.612361E-13
     305     305       1    0.666355E-13    0.666355E-13    0.666355E-13
     306     306       1    0.795939E-13    0.795939E-13    0.795939E-13
     307     307       1    0.262601E-12    0.262601E-12    0.262601E-12
     308     308       1    0.288945E-12    0.288945E-12    0.288945E-12
     309     309       1    0.176062E-12    0.176062E-12    0.176062E-12
     310     310       1    0.136720E-12    0.136720E-12    0.136720E-12
     311     311       1    0.123771E-12    0.123771E-12    0.123771E-12
     312     312       1    0.110979E-12    0.110979E-12    0.110979E-12
     313     313       1    0.109239E-12    0.109239E-12    0.109239E-12
     314     314       1    0.125416E-12    0.125416E-12    0.125416E-12
     315     315       1    0.123994E-12    0.123994E-12    0.123994E-12
     316     316       1    0.188677E-12    0.188677E-12    0.188677E-12
     317     317       1    0.211884E-12    0.211884E-12    0.211884E-12
     318     318       1    0.243700E-12    0.243700E-12    0.243700E-12
     319     319       1    0.265825E-12    0.265825E-12    0.265825E-12
     320     320       1    0.258072E-12    0.258072E-12    0.258072E-12
     321     321       1    0.321191E-12    0.321191E-12    0.321191E-12
     322     322       1    0.242703E-12    0.242703E-12    0.242703E-12
     323     323       1    0.237707E-12    0.237707E-12    0.237707E-12
     324     324       1    0.268819E-12    0.268819E-12    0.268819E-12
     325     325       1    0.297150E-12    0.297150E-12    0.297150E-12
     326     326       1    0.249345E-12    0.249345E-12    0.249345E-12
     327     327       1    0.265400E-12    0.265400E-12    0.265400E-12
     328     328       1    0.243968E-12    0.243968E-12    0.243968E-12
     329     329       1    0.216013E-12    0.216013E-12    0.216013E-12
     330     330       1    0.196397E-12    0.196397E-12    0.196397E-12
     331     331       1    0.133933E-12    0.133933E-12    0.133933E-12
     332     332       1    0.976937E-13    0.976937E-13    0.976937E-13
     333     333       1    0.963548E-13    0.963548E-13    0.963548E-13
     334     334       1    0.783383E-13    0.783383E-13    0.783383E-13
     335     335       1    0.713386E-13    0.713386E-13    0.713386E-13
     336     336       1    0.843215E-13    0.843215E-13    0.843215E-13
     337     337       1    0.545183E-13    0.545183E-13    0.545183E-13
     338     338       1    0.516731E-13    0.516731E-13    0.516731E-13
     339     339       1    0.462951E-13    0.462951E-13    0.462951E-13
     340     340       1    0.438659E-13    0.438659E-13    0.438659E-13
     341     341       1    0.569536E-13    0.569536E-13    0.569536E-13
     342     342       1    0.528489E-13    0.528489E-13    0.528489E-13
     343     343       1    0.415724E-13    0.415724E-13    0.415724E-13
     344     344       1    0.445823E-13    0.445823E-13    0.445823E-13
     345     345       1    0.454920E-13    0.454920E-13    0.454920E-13
     346     346       1    0.425184E-13    0.425184E-13    0.425184E-13
     347     347       1    0.353514E-13    0.353514E-13    0.353514E-13
     348     348       1    0.432733E-13    0.432733E-13    0.432733E-13
     349     349       1    0.563249E-13    0.563249E-13    0.563249E-13
     350     350       1    0.524383E-13    0.524383E-13    0.524383E-13
     351     351       1    0.648409E-13    0.648409E-13    0.648409E-13
     352     352       1    0.533054E-13    0.533054E-13    0.533054E-13
     353     353       1    0.456607E-13    0.456607E-13    0.456607E-13
     354     354       1    0.586236E-13    0.586236E-13    0.586236E-13
     355     355       1    0.781974E-13    0.781974E-13    0.781974E-13
     356     356       1    0.933389E-13    0.933389E-13    0.933389E-13
     357     357       1    0.996373E-13    0.996373E-13    0.996373E-13
     358     358       1    0.240264E-12    0.240264E-12    0.240264E-12
     359     359       1    0.196810E-12    0.196810E-12    0.196810E-12
     360     360       1    0.118112E-12    0.118112E-12    0.118112E-12
     361     361       1    0.965380E-13    0.965380E-13    0.965380E-13
     362     362       1    0.135441E-12    0.135441E-12    0.135441E-12
     363     363       1    0.127464E-12    0.127464E-12    0.127464E-12
     364     364       1    0.109633E-12    0.109633E-12    0.109633E-12
     365     365       1    0.133505E-12    0.133505E-12    0.133505E-12
     366     366       1    0.151675E-12    0.151675E-12    0.151675E-12
     367     367       1    0.173597E-12    0.173597E-12    0.173597E-12
     368     368       1    0.210448E-12    0.210448E-12    0.210448E-12
     369     369       1    0.166291E-12    0.166291E-12    0.166291E-12
     370     370       1    0.142885E-12    0.142885E-12    0.142885E-12
     371     371       1    0.163569E-12    0.163569E-12    0.163569E-12
     372     372       1    0.272690E-12    0.272690E-12    0.272690E-12
     373     373       1    0.317392E-12    0.317392E-12    0.317392E-12
     374     374       1    0.177938E-12    0.177938E-12    0.177938E-12
     375     375       1    0.293752E-12    0.293752E-12    0.293752E-12
     376     376       1    0.310361E-12    0.310361E-12    0.310361E-12
     377     377       1    0.271928E-12    0.271928E-12    0.271928E-12
     378     378       1    0.349896E-12    0.349896E-12    0.349896E-12
     379     379       1    0.267024E-12    0.267024E-12    0.267024E-12
     380     380       1    0.200404E-12    0.200404E-12    0.200404E-12
     381     381       1    0.203535E-12    0.203535E-12    0.203535E-12
     382     382       1    0.156341E-12    0.156341E-12    0.156341E-12
     383     383       1    0.864648E-13    0.864648E-13    0.864648E-13
     384     384       1    0.703749E-13    0.703749E-13    0.703749E-13
     385     385       1    0.122491E-12    0.122491E-12    0.122491E-12
     386     386       1    0.122417E-12    0.122417E-12    0.122417E-12
     387     387       1    0.908616E-13    0.908616E-13    0.908616E-13
     388     388       1    0.543387E-13    0.543387E-13    0.543387E-13
     389     389       1    0.583370E-13    0.583370E-13    0.583370E-13
     390     390       1    0.531244E-13    0.531244E-13    0.531244E-13
     391     391       1    0.549068E-13    0.549068E-13    0.549068E-13
     392     392       1    0.571533E-13    0.571533E-13    0.571533E-13
     393     393       1    0.544965E-13    0.544965E-13    0.544965E-13
     394     394       1    0.510516E-13    0.510516E-13    0.510516E-13
     395     395       1    0.590413E-13    0.590413E-13    0.590413E-13
     396     396       1    0.491087E-13    0.491087E-13    0.491087E-13
     397     397       1    0.423614E-13    0.423614E-13    0.423614E-13
     398     398       1    0.391201E-13    0.391201E-13    0.391201E-13
     399     399       1    0.478436E-13    0.478436E-13    0.478436E-13
     400     400       1    0.592779E-13    0.592779E-13    0.592779E-13
     401     401       1    0.628743E-13    0.628743E-13    0.628743E-13
     402     402       1    0.595572E-13    0.595572E-13    0.595572E-13
     403     403       1    0.715386E-13    0.715386E-13    0.715386E-13
     404     404       1    0.489567E-13    0.489567E-13    0.489567E-13
     405     405       1    0.545565E-13    0.545565E-13    0.545565E-13
     406     406       1    0.846510E-13    0.846510E-13    0.846510E-13
     407     407       1    0.100277E-12    0.100277E-12    0.100277E-12
     408     408       1    0.109786E-12    0.109786E-12    0.109786E-12
     409     409       1    0.133812E-12    0.133812E-12    0.133812E-12
     410     410       1    0.135225E-12    0.135225E-12    0.135225E-12
     411     411       1    0.106584E-12    0.106584E-12    0.106584E-12
     412     412       1    0.123635E-12    0.123635E-12    0.123635E-12
     413     413       1    0.134443E-12    0.134443E-12    0.134443E-12
     414     414       1    0.184997E-12    0.184997E-12    0.184997E-12
     415     415       1    0.137241E-12    0.137241E-12    0.137241E-12
     416     416       1    0.121576E-12    0.121576E-12    0.121576E-12
     417     417       1    0.118231E-12    0.118231E-12    0.118231E-12
     418     418       1    0.148226E-12    0.148226E-12    0.148226E-12
     419     419       1    0.131794E-12    0.131794E-12    0.131794E-12
     420     420       1    0.166041E-12    0.166041E-12    0.166041E-12
     421     421       1    0.143888E-12    0.143888E-12    0.143888E-12
     422     422       1    0.131846E-12    0.131846E-12    0.131846E-12
     423     423       1    0.217661E-12    0.217661E-12    0.217661E-12
     424     424       1    0.266703E-12    0.266703E-12    0.266703E-12
     425     425       1    0.262864E-12    0.262864E-12    0.262864E-12
     426     426       1    0.241468E-12    0.241468E-12    0.241468E-12
     427     427       1    0.263022E-12    0.263022E-12    0.263022E-12
     428     428       1    0.302335E-12    0.302335E-12    0.302335E-12
     429     429       1    0.256400E-12    0.256400E-12    0.256400E-12
     430     430       1    0.209587E-12    0.209587E-12    0.209587E-12
     431     431       1    0.177814E-12    0.177814E-12    0.177814E-12
     432     432       1    0.189093E-12    0.189093E-12    0.189093E-12
     433     433       1    0.146458E-12    0.146458E-12    0.146458E-12
     434     434       1    0.925026E-13    0.925026E-13    0.925026E-13
     435     435       1    0.840857E-13    0.840857E-13    0.840857E-13
     436     436       1    0.890446E-13    0.890446E-13    0.890446E-13
     437     437       1    0.983406E-13    0.983406E-13    0.983406E-13
     438     438       1    0.125894E-12    0.125894E-12    0.125894E-12
     439     439       1    0.830080E-13    0.830080E-13    0.830080E-13
     440     440       1    0.585884E-13    0.585884E-13    0.585884E-13
     441     441       1    0.601979E-13    0.601979E-13    0.601979E-13
     442     442       1    0.696259E-13    0.696259E-13    0.696259E-13
     443     443       1    0.592720E-13    0.592720E-13    0.592720E-13
     444     444       1    0.560832E-13    0.560832E-13    0.560832E-13
     445     445       1    0.543876E-13    0.543876E-13    0.543876E-13
     446     446       1    0.718181E-13    0.718181E-13    0.718181E-13
     447     447       1    0.538142E-13    0.538142E-13    0.538142E-13
     448     448       1    0.399823E-13    0.399823E-13    0.399823E-13
     449     449       1    0.371936E-13    0.371936E-13    0.371936E-13
     450     450       1    0.387774E-13    0.387774E-13    0.387774E-13
     451     451       1    0.424759E-13    0.424759E-13    0.424759E-13
